title,location,industry,skills,skill_categories,description,min_salary,max_salary,med_salary
Executive Customer Success Manager,Austin,Retail,"['Manufacturing Processes', 'EHR Systems', 'Data Analysis']","['Data & AI', 'Healthcare', 'Operations']","Join our growing Retail company as a Executive Customer Success Manager. Required technical skills: Manufacturing Processes, EHR Systems and Data Analysis. Position located in Austin with excellent benefits. This role focuses on Data & AI and Healthcare and Operations skills.",261180.2,466254.59,363717.395
Entry Level Operations Manager,New York,Transportation,"['Risk Management', 'Financial Modeling', 'Investment Banking', 'Scrum', 'Project Management', 'Equity Research']","['Product & Management', 'Finance']","Exciting opportunity for a Entry Level Operations Manager in New York. Our Transportation division is expanding and needs someone skilled in Risk Management, Financial Modeling, Investment Banking, Scrum, Project Management and Equity Research. Competitive salary and comprehensive benefits package. This role focuses on Product & Management and Finance skills.",77399.2,123168.05,100283.625
Entry Level Project Manager,New York,Transportation,"['SQL', 'Java', 'Data Analysis']","['Software Engineering', 'Data & AI']","Join our growing Transportation company as a Entry Level Project Manager. Required technical skills: SQL, Java and Data Analysis. Position located in New York with excellent benefits. Expert knowledge of Software Engineering and Data & AI is required.",75755.15,125406.36,100580.755
Executive Customer Success Manager,Chicago,Consulting,"['Logistics', 'Supply Chain Management', 'Transportation Planning', 'Manufacturing Processes']",['Operations'],"We are seeking a Executive Customer Success Manager to join our Consulting team. The ideal candidate will have experience with Logistics, Supply Chain Management, Transportation Planning and Manufacturing Processes. This position is based in Chicago and offers competitive compensation. Expert knowledge of Operations is required.",271253.84,516669.96,393961.9
Executive Data Scientist,New York,Manufacturing,"['Java', 'Data Analysis', 'Node.js', 'Python']","['Software Engineering', 'Data & AI']","We are seeking a Executive Data Scientist to join our Manufacturing team. The ideal candidate will have experience with Java, Data Analysis, Node.js and Python. This position is based in New York and offers competitive compensation. This role focuses on Software Engineering and Data & AI skills.",340696.78,560833.23,450765.005
Senior Data Scientist,San Francisco,Finance,"['Java', 'Logistics', 'Transportation Planning', 'Python', 'Equity Research', 'Manufacturing Processes']","['Software Engineering', 'Finance', 'Operations']","Exciting opportunity for a Senior Data Scientist in San Francisco. Our Finance division is expanding and needs someone skilled in Java, Logistics, Transportation Planning, Python, Equity Research and Manufacturing Processes. Competitive salary and comprehensive benefits package. Strong background in Software Engineering and Finance and Operations is essential.",269179.39,402943.06,336061.225
Entry Level UX Designer,New York,Finance,"['Risk Management', 'Customer Service', 'Retail Sales', 'UI Design', 'Marketing Strategy']","['Product & Management', 'Design', 'Business']","Join our growing Finance company as a Entry Level UX Designer. Required technical skills: Risk Management, Customer Service, Retail Sales, UI Design and Marketing Strategy. Position located in New York with excellent benefits. This role focuses on Product & Management and Design and Business skills.",93317.33,150202.12,121759.725
Entry Level Software Engineer,Seattle,Manufacturing,"['Supply Chain Management', 'Python', 'UX Design', 'Data Analysis', 'Logistics', 'Investment Banking']","['Software Engineering', 'Data & AI', 'Design', 'Finance', 'Operations']","Join our growing Manufacturing company as a Entry Level Software Engineer. Required technical skills: Supply Chain Management, Python, UX Design, Data Analysis, Logistics and Investment Banking. Position located in Seattle with excellent benefits. Strong background in Software Engineering and Data & AI and Design and Finance and Operations is essential.",86446.26,129051.93,107749.095
Lead UX Designer,Chicago,Healthcare,"['Logistics', 'Supply Chain Management', 'Risk Management', 'Transportation Planning', 'Project Management']","['Product & Management', 'Operations']","Exciting opportunity for a Lead UX Designer in Chicago. Our Healthcare division is expanding and needs someone skilled in Logistics, Supply Chain Management, Risk Management, Transportation Planning and Project Management. Competitive salary and comprehensive benefits package. This role focuses on Product & Management and Operations skills.",211088.84,333412.49,272250.665
Senior Business Analyst,Austin,Hospitality,"['Real Estate Law', 'Financial Modeling', 'Investment Banking', 'Marketing Strategy']","['Finance', 'Business']","Join our growing Hospitality company as a Senior Business Analyst. Required technical skills: Real Estate Law, Financial Modeling, Investment Banking and Marketing Strategy. Position located in Austin with excellent benefits. This role focuses on Finance and Business skills.",137647.78,196438.6,167043.19
Senior Marketing Specialist,Austin,Finance,"['Equity Research', 'Business Development', 'Financial Modeling', 'Investment Banking', 'Real Estate Law', 'Retail Sales']","['Finance', 'Business']","We are seeking a Senior Marketing Specialist to join our Finance team. The ideal candidate will have experience with Equity Research, Business Development, Financial Modeling, Investment Banking, Real Estate Law and Retail Sales. This position is based in Austin and offers competitive compensation. This role focuses on Finance and Business skills.",201017.14,289168.78,245092.96000000002
Senior Project Manager,Chicago,Hospitality,"['Marketing Strategy', 'Manufacturing Processes', 'Data Analysis', 'Business Development', 'Transportation Planning']","['Data & AI', 'Operations', 'Business']","Join our growing Hospitality company as a Senior Project Manager. Required technical skills: Marketing Strategy, Manufacturing Processes, Data Analysis, Business Development and Transportation Planning. Position located in Chicago with excellent benefits. This role focuses on Data & AI and Operations and Business skills.",173931.6,250090.32,212010.96000000002
Executive Supply Chain Analyst,Seattle,Technology,"['Transportation Planning', 'Manufacturing Processes', 'Supply Chain Management', 'Logistics']",['Operations'],"Join our growing Technology company as a Executive Supply Chain Analyst. Required technical skills: Transportation Planning, Manufacturing Processes, Supply Chain Management and Logistics. Position located in Seattle with excellent benefits. This role focuses on Operations skills.",335055.81,547215.57,441135.68999999994
Executive Project Manager,Chicago,Technology,"['Project Management', 'Risk Management', 'Machine Learning', 'UX Design']","['Data & AI', 'Product & Management', 'Design']","Join our growing Technology company as a Executive Project Manager. Required technical skills: Project Management, Risk Management, Machine Learning and UX Design. Position located in Chicago with excellent benefits. This role focuses on Data & AI and Product & Management and Design skills.",396578.53,702994.39,549786.46
Mid Level UX Designer,Seattle,Finance,"['Python', 'SQL', 'Manufacturing Processes']","['Software Engineering', 'Operations']","We are seeking a Mid Level UX Designer to join our Finance team. The ideal candidate will have experience with Python, SQL and Manufacturing Processes. This position is based in Seattle and offers competitive compensation. Expert knowledge of Software Engineering and Operations is required.",145306.89,222437.7,183872.295
Senior Business Analyst,San Francisco,Hospitality,"['Retail Sales', 'Real Estate Law', 'Customer Service', 'Business Development']",['Business'],"We are seeking a Senior Business Analyst to join our Hospitality team. The ideal candidate will have experience with Retail Sales, Real Estate Law, Customer Service and Business Development. This position is based in San Francisco and offers competitive compensation. Strong background in Business is essential.",143673.55,228649.61,186161.58
Senior UX Designer,Austin,Consulting,"['Agile Methodologies', 'Node.js', 'Python', 'SQL', 'Scrum', 'React']","['Software Engineering', 'Product & Management']","We are seeking a Senior UX Designer to join our Consulting team. The ideal candidate will have experience with Agile Methodologies, Node.js, Python, SQL, Scrum and React. This position is based in Austin and offers competitive compensation. Strong background in Software Engineering and Product & Management is essential.",191782.21,298813.04,245297.625
